IBN KHALLIKAN’S BIOGRAPHICAL DICTIONARY.,وفيات الأعيان لابن خلِّكان
"Abd Allah Ibn Omar, and Abu Katada the Ansar were present at this scene and remonstrated with Khalid, but he would not hearken to them. Malik then said: “O Khalid, send us to Abu Bakr and let him judge between us; “you have already done so for others who were more culpable than we.”","وكان عبد الله بن عمر رضي الله عنهما وأبو قتادة الأنصاري رضي الله عنه حاضرين فكلما خالداً في أمره، فكره كلامهما، فقال مالك: يا خالد، ابعثنا إلى أبي بكر فيكون هو الذي يحكم فينا، فقد بعثت إليه غيرنا ممن جرمه أكبر من جرمنا،"
"Khalid answered: “May God never forgive me my sins, if I do not kill you.” He then ordered Dirar Ibn al-Azwar al-Asadi to strike off his head. On this, Malik turned towards his wife, Om Mutamim, and said to Khalid: “There is the person who costs me my life.” She was, indeed, extremely beautiful. Khalid replied: “Not at all, It is God who slays you for abandoning Islamism.” Malik declared that he was a Muslim. “Dirar” said Khalid, “strike off his head.” This was done, and the head was put in the place of one of the three stones which supported the flesh-pot.","فقال خالد: لا أقالني الله إن أقلتك، وتقدم إلى ضرار بن الأزور الأسدي بضرب عنقه، فالتفت مالك إلى زوجته أم متمم وقال لخالد: هذه التي قتلتني، وكانت في غاية الجمال، فقال له خالد: بل الله قتلك برجوعك عن الإسلام، فقال مالك: أنا على الإسلام، فقال خالد: يا ضرار اضرب عنقه، فضرب عنقه وجعل رأسه أثفية لقدر،"
"Malik, as we have said, surpassed most men by the abundance of his hair, which was so thick, that the meat was cooked in the pot before the fire had reached the skull. Ibn al-Kalbi states, in his Jam- hara, that Malik was put to death on the day of al-Bitah. His brother Mutamim escaped and composed elegies on his death.","وكان من أكثر الناس شعراً - كما تقدم ذكره - فكانت القدر على رأسه حتى نضج الطعام، وما خلصت النار إلى شواه من كثرة شعره.\r\nقال ابن الكلبي في جمهرة النسب: قتل مالك يوم البطاح، وجاء أخوه متمم فكان يرثيه."
"Khalid seized on the wife of Malik, or by another account he purchased her out of the booty, and married her. It is said that he allowed her to wait till she had thrice her periodical infirmity, and then obtained her consent to marry him. He invited Ibn Omar and Abu Katada to the wedding, but they refused, and the former said to him: “I shall write to Abu Bakr and relate to him what has passed.” Khalid was inflexible and married her.","وقبض خالد امرأته، فقيل إنه اشتراها من الفيء وتزوج بها، وقيل إنها اعتدت بثلاثة حيض ثم خطبها إلى نفسه فأجابته، فقال لابن عمر وأبي قتادة رضي الله عنهما يحضران النكاح فأبيا، وقال له ابن عمر رضي الله عنه:\r\nتكتب إلى أبي بكر رضي الله عنه وتذكر أمرها فأبى وتزوجها،"
"This induced Abu Nuhair al-Saadi to compose the following lines: Say to the tribe whom the horsemen trampled underfoot: How long this night appears after the death of Malik! He was treated with iniquity on account of his wife, and Khalid, who committed the crime, was in love with her long before. He executed his purpose without endeavoring to rein in his passion and control it.",فقال في ذلك أبو زهير السعدي:\r\nألا قل لحي أوطئوا بالسنابك... تطاول هذا الليل من بعد مالك\r\nقضى خالد بغياً عليه لعرسه... وكان له فيها هوىً قبل ذلك\r\nفأمضى هواه خالد غير عاطف... عنان الهوى عنها ولا متمالك
"He thus became a married man, and Malik, who perished as all things must, was reduced to nothing. Who now remains after him to protect the widows and the orphans? Who is there now to aid the poor and the destitute? The Tamimites, from the highest to the lowest, have received a fatal stroke in the person of their cavalier, him on whom they fixed their hopes, him with the slender shoulders","وأصبح ذا أهل، وأصبح مالك... إلى غير شيء هالكاً في الهوالك\r\nفمن لليتامى والأرامل بعده... ومن للرجال المعدمين الصعالك\r\nأصيبت تميم غثها وسمينها... بفارسها المرجو تحت الحوارك"
"When intelligence of this event reached Abu Bakr and Omar, the latter said to the former: “Khalid has committed adultery; order him to be lapidated.” Abu Bakr replied: “I cannot allow him to be lapidated; he only interpreted wrong “ (his orders).” “But,” said Omar, “he has killed a Muslim.” “I cannot put “ him to death for that,” said the other; “he only interpreted wrong (his orders).” “Then deprive him of his commandment,” said Omar. “No,” replied Abu Bakr, “I shall never sheath a sword which God drew against the wicked.” Such is the relation given of this affair in the book composed by Wathima and in that of al- Wakidi, and let them be answerable for its truth.","ولما بلغ الخبر أبا بكر وعمر رضي الله عنهما، قال عمر لأبي بكر رضي الله عنه: إن خالداً قد زنى فارجمه، قال: ما كنت لأرجمه فإنه تأول فأخطأ، قال: فإنه قتل مسلماً فاقتله به، قال: ما كنت لأقتله به، إنه تأول فأخطأ، قال فاعزله، قال: ما كنت لأشيم سيفاً سله الله عليهم أبداً، هكذا سرد هذه الواقعة وثيمة المذكور والواقدي في كتابيهما، والعهدة عليهما."
"Mutamim Ibn Nuwaira, the brother of Malik, bore the surname of Abu Nahshal, and was celebrated as a poet. He seldom stirred out of his house (or tent), and troubled himself little about his own affairs, because he relied on his brother. He was deformed in body and had lost an eye. When he was informed of Malik's death, he went to the mosque of the Prophet (at Medina) and, having taken his place behind Abu Bakr, he said (with him) the morning prayer.","وكان أخوه متمم بن نويرة، وكنيته أبو نهشل الشاعر المشهور، كثير الانقطاع في بيته قليل التصرف في أمر نفسه اكتفاء بأخيه مالك، وكان أعور دميماً، فلما بلغه مقتل أخيه حضر إلى مسجد رسول الله صلى الله عليه وسلم، وصلى الصبح خلف أبي بكر الصديق رضي الله عنه،"
"When the caliph, who was in the mihrab turned round [to the congregation), Mutamim stood up and, leaning on the extremity of his bow, recited these lines: He was truly admirable when the winds howled about the tents, he who was slain by you, Ibn al-Azwar! You invited him in God’s name and you betrayed him; had he invited you, under the safeguard of his honor, he would not have betrayed.",فلما فرغ من صلاته واستند في محرابه قام متمم فوقف بحذائه واتكأ على سية قوسه ثم أنشد:\r\nنعم القتيل إذا الرياح تناوحت... خلف البيوت قتلت يا ابن الأزور\r\nأدعوته بالله ثم غدرته... لو هو دعاك بذمة لم يغدر
"{On pronouncing these last words,) he pointed to Abu Bakr who exclaimed: “By Allah! I never invited him nor ever betrayed him.” The poet continued thus: Admirable he was, either sheathed in mail or unarmed! How excellent a retreat was his dwelling for the benighted traveler who perceived the light of his fire. Under his dress he concealed no turpitude; he was, indisposition, mild, and in conduct, chaste.","وأومأ إلى أبي بكر رضي الله عنه، فقال: والله ما دعوته ولا غدرته:\r\nولنعم حشو الدرع كان وحاسراً... ولنعم مأوى الطارق المتنور\r\nلا يمسك الفحشاء تحت ثيابه... حلو شمائله عفيف المئزر"
"He then wept and, ceasing to lean upon his bow, he sat down and lamented so bitterly that tears flowed from his blind eye. Omar Ibn al-Khattab went up to him and said: “I wish you had composed such an elegy as that on the death of my brother Zaid.” Mutamim answered: “O Abu Hafs! if I thought that my brother had gone to the place where yours is now, I should not lament his death.” On this, Omar said: “Never, since I lost Zaid, did any man give me sweeter consolation than Mutamim.”","ثم بكى وانحط على سية قوسه، فما زال يبكي حتى دمعت عينه العوراء، فقام إليه عمر بن الخطاب رضي الله عنه، فقال: لوددت أنك رثيت زيداً أخي بمثل ما رثيت به مالكاً أخاك، فقال: يا أبا حفص، والله لو علمت أن أخي صار بحيث صار أخوك ما رثيته، فقال عمر رضي الله عنه: ما عزاني أحد عن أخي بمثل تعزيته."
"Zaid, the son of al-Khattab, fella martyr in the battle of al-Yamama. Omar used to say: “I enjoy the breath of the zephyr because it blows from the spot where Zaid reposes.” It is stated that Omar said to Mutamim: “If I could make verses on the death of my brother, they should be like what you made on the death of yours.”","وكان زيد بن الخطاب رضي الله عنه قتل شهيداً يوم اليمامة، وكان عمر رضي الله عنه يقول: إني لأهش للصبا أنها تأتيني من ناحية أخي زيد، ويروى عن عمر رضي الله عنه أنه قال: لو كنت أقول الشعر كما تقول لرثيت أخي كما رثيت أخاك."
"It is stated that Mutamim had composed an elegy on Zaid, but did not well succeed; so, Omar said to him: “Why was your elegy on the death of Zaid so different from that which you composed on Malik?” The poet answered: “By Allah! I was moved to lament “ Malik for motives which did not lead me to lament Zaid. ”","ويروى أن متمماً رثى زيداً فلم يجد، فقال له عمر رضي الله عنه: لم ترث زيداً كما رثيت مالكاً، فقال: إنه والله ليحركني لمالك ما لا يحركني لزيد."
"Omar said to him one day: “You are really a man of judgment; how was your brother, compared with you?” He replied: “My brother would mount a thafal (slow-paced) camel, in a thundering [aziz) and cloudy (surrad) night, leading by the bridle a restive horse (jartir), and carrying in his hand a heavy spear. On his shoulders was a small cloak [falut] and, on each side of him, a provision bag (mazada); and he would ride on till morning with a smile on his face.”","وقال له عمر رضي الله عنه يوماً: إنك لجزل فأين كان أخوك منك، فقال: كان أخي في الليلة ذات الأزيز والصراد يركب الجمل الثفال، ويجنب الفرس الجرور، وفي يده الرمح الثقيل، وعليه الشملة الفلوت، وهو بين المزادتين، حتى يصبح وهو متبسم."
The word aziz signifies the sound of thunder;,"والأزيز: بفتح الهمزة وزاءين الأولى منهما مكسورة وبينهما ياء مثناة من تحتها، صوت الرعد."
Sarrad means a thin cloud in which there is no water.,"والصراد: بضم الصاد المهملة وتشديد الراء وفتحها وبعد الألف دال مهملة، غيم رقيق لا ماء فيه."
"thafal is a slow-paced camel, so heavy that it can hardly walk.","والثفال: بفتح الثاء المثلثة والفاء، وهو الجمل البطيء في سيره لا يكاد يمشي من ثقله."
jarur is a horse which disobeys the rein; a falut cloak is one which scarcely holds on the person who wears it.,"والجرور: بفتح الجيم على وزن فعول، الفرس الذي يمنع القياد.\r\nوالشملة الفلوت: التي لا تكاد تثبت على لابسها."
"mazada is the water-bag, as is well known.","والمزادة: الراوية، وهي معروفة."
"Another day, Omar said to him: “Tell me something concerning your brother;” and he answered thus: “Commander of the faithful! I was once taken prisoner by a tribe of Arabs, and my brother, being informed of what had happened, came to “ them. When they saw him appear, every one stood up, and every woman of the tribe peeped out through the openings of the tents. He had not time to get off his camel when they lead me up to him, cord and all, (literally: with my rumma), “and it was he who untied me.” There,” said Omar, “was true nobility!”","وقال له عمر رضي الله عنه يوماً: خبرنا عن أخيك، قال: يا أمير المؤمنين، لقد أسرت مرة في حي من أحياء العرب، فأخبر أخي، فأقبل، فلما طلع على الحاضر ما كان أحد قاعداً إلا قام على رجليه، وما بقيت امرأة إلا وتطلعت من خلال البيوت، فما نزل عن جمله حتى لقوه بي برمتي فحلني هو، فقال عمر رضي الله عنه: إن هذا لهو الشرف."
"A rumma is a worn out cord; from it is derived the expression: to give a man a thing with its rumma. It originated in a man’s giving to another a camel with a halter on its neck, and was then employed to denote the gift of a thing with all belonging to it.","والرمة: بضم الراء المهملة، الحبل البالي، ومنه قولهم ""دفع إليه الشيء برمته"" أصله: أن رجلاً دفع إلى رجل بعيراً بحبل في عنقه، فقيل ذلك لكل من دفع شيئاً بجملته."
"Mutamim said, another day, to Omar: “A tribe of Arabs attacked the tribe of my brother whilst he was absent. When the alarm reached him, he sallied forth and followed their foot-steps. He had with him a camel which he rode or drove before him alternately, and he overtook them after travelling three (nights). At the moment they thought themselves out of danger, he appeared unexpectedly. When they saw him, they fled away, abandoning their prisoners and booty.","وقال متمم أيضاً لعمر رضي الله عنه: أغار حي من أحياء العرب على حي أخي مالك وهو غائب، فجاءه الصريخ، فخرج في آثارهم على جمل يسوقه مرةً ويركبه أخرى، حتى أدركهم على مسيرة ثلاث وهم آمنون، فما هو إلا أن رأوه فأرسلوا ما في أيديهم من الأسرى والنعم وهربوا،"
"My brother overtook them, and they all surrendered, so that he had only to tie their hands behind their backs and lead them to his own country.” On this, Omar said: “We heard of his beneficence and his bravery, but we knew nothing of what you have just related.”","فأدركهم أخي، فاستسلموا جميعاً حتى كتفهم، وصدر بهم إلى بلاده مكتوفين، فقال عمر رضي الله عنه: قد كنا نعلم سخاءه وشجاعته، ولم نعلم كل ما تذكره."
One of the elegies composed by him on Malik is of singular beauty; it rhymes in k and is to be found in that section of the Hamasa which contains the elegiac poems.,"وله فيه المراثي النادرة، فمن ذلك أبياته الكافية، وهي في كتاب ""الحماسة"" في باب المراثي:"
"Here it is; My companion blamed me for weeping over every tomb and shedding floods of tears. ""Why I weep you over every tomb you see? is it for (the recollection) of that tomb which lies between al-Liwa and al-Dakadik?” I answered: ”Sighs beget sighs; so, let me weep! for all these are (for me) as the tomb of Malik.”",لقد لامني عند القبور على البكا... رفيقي لتذراف الدموع السوافك\r\nفقال أتبكي كل قبر رأيته... لقبر ثوى بين اللوى والدكادك\r\nفقلت له إن الشجا يبعث الشجا... فدعني فهذا كله قبر مالك
"In a qasida of considerable length and beauty, the rhyme of which is formed by the letter Ain, the same poet says: For a long time we were like the two boon companions of Jazima; so that it was said of us: “They will never be separated!” We led a life of happiness, but, before us, death attained the families of Kosrae and of Tobba. When we separated, the longtime which I passed with Malik seemed to me as short as a single night.","وله فيه قصيدته العينية ، وهي طويلة بديعة، ومن جملتها قوله: \r\nوكنا كندماني جذيمة حقبة... من الدهر حتى قيل لن يتصدعا\r\nوعشنا بخير في الحياة، وقبلنا... أصاب المنايارهط كسرى وتبعا\r\nفلما تفرقنا كأني ومالكا... لطول اجتماع لم نبت ليلة معا"
"As the reader of this book may desire some information respecting Jazima and his two boon companions, I shall speak of them here. Jazima, for so his name must be pronounced, belonged to the family of al-Azd, and bore the surname of Abu Malik. He was the son of Malik, the son of Fahm, the son of Daus, the son of al-Azd. Hira and the neighboring country acknowledged his authority.","وقد يتشوف الواقف على هذا الكتاب إلى الوقوف على شيء من أخبار جذيمة المذكور ونديميه - وهو بفتح الجيم وكسر الذال المعجمة وسكون الياء المثناة من تحتها وفتح الميم وبعدها هاء ساكنة - وكنيته أبو مالك جذيمة بن مالك بن فهم بن دوس بن الأزد الأزدي، صاحب الحيرة وما والاها،"
"People called him the speckled (al-Abrach) or the spotted with white (al-Waddah), because he was a leper. The Arabs abstained from giving him the surname of the leper through fear of offending him, and therefore designated him by one or the other of the former terms. He was one of the provincial kings, and lived about thirty years after Jesus. So great was his pride that he would have no other boon companions than the two stars called al-Farkadain.","وهو الأبرش والوضاح، وإنما قيل ذلك لأنه كان أبرص، فكانت العرب تهابه أن تنسبه إلى البرص فعرفته بأحد هذين الوصفين. وهو من ملوك الطوائف، وكان بعد عيسى عليه السلام بثلاثين سنة، وكان من تيهه لا ينادم إلا الفرقدين."
"His sister had a son named Amr, the son of Adi the Lakhmide, who was the son of Nasr, the son of Rabia, the son of al-Harith, the son of Malik, the son of Adi, surnamed Ainam, because he was the first who wore a turban (imama), the son of Numara, the son of Lakhm. The rest of the genealogy is well known. The name of Jazima’s sister was Rikash.","وكان له ابن أخت يقال له عمرو بن عدي بن نصر بن ربيعة بن الحارث بن مالك اللخمي، ويقال له عمم لأنه أول من اعتم، ابن تمارة بن لخم، وبقية النسب معروف، واسم الأخت المذكورة رقاش،"
"Her son, for whom Jazima had a great affection, was spirited away by the genii, and his uncle searched for him a long time without finding him. There were two brothers of the tribe of al-Kain, one of whom was named Malik and the other Akil. Their father’s name was Farih, the son of Malik, the son of Kaab, the son of al-Kain, whose true name was alNoman, the son of Jasr, the son of Shai Allah.","وكان جذيمة شديد المحبة له، فاستهوته الجن، وأقام زماناً يتطلبه فلم يجده، فأقبل رجلان من بني القين يقال لأحدهما مالك والآخر عقيل ابنا فارح [بن مالك بن كعب بن القين، واسمه النعمان، ابن جسر بن شيع بن أسد بن وبرة بن ثعلبة بن حلوان بن عمران بن الحاف بن قضاعة، وسمي القين بعبد كان له فحضنه فاشتهر به]"
"These two found Amr in the desert, with his hair disheveled, his nails grown to a great length and his appearance miserable. They knew him and brought him to his uncle, after arranging his hair and attiring him decently. Jazima was so overjoyed at seeing him that he told them to ask whatever reward they pleased, and they said: “Let us he your boon companions as long as you and we live.” He answered: “That I grant to you.”","فصادفا عمراً في البرية وهو أشعث الرأس طويل الأظفار سيء الحال، فعرفاه وحملاه إلى خاله جذيمة بعد أن لما شعثه وأصلحا حاله، فقال لهما جذيمة من فرط سروره به: احتكما علي، فقالا: منادمتك ما بقيت وبقينا، فقال: ذلك لكما،"
"These were the two boon companions whose reputation became proverbial. It is said that they were Jazima’s constant guests during forty years and that they never, in all that period, repeated to him a story which they had already told him. It is to them that Abu Khirash the Huzailite alludes in these verses, taken from an elegy composed by him on his brother Orwa.","فهما نديماه اللذين يضرب بهما المثل، ويقال: إنهما نادماه أربعين سنة لم يعيدا عليه حديثاً حدثاه به، وإياهما عن أبو خراش الهذلي بقوله في مرثية أخيه عروة:"
"(The calumniator) says: “I see that he disports himself since the death of Orwa; and that, as you must know, is highly detrimental (to himself).” (I answered:)” Think not that I have ceased to remember the days I passed with him; know, Umaima! that I support (my sorrow) with becoming patience. Hast thou heard that, before our time, two sincere boon companions were separated, Malik and Akil?” This summary account of their history is rather long, and yeti aimed at being concise.","تقول أراه بعد عروة لاهياً... وذلك رزء لو علمت جليل\r\nفلا تحسبي أني تناسيت عهده... ولكن صبري يا أميم جميل\r\nألم تعلمي أن قد تفرق قبلنا... نديماً صفاء: مالك وعقيل\r\nهذه خلاصة حديثهم، وإن كان فيه طول، وإنما قصدت الإيجاز."
"Abu Ali al-Kali says, in the treatise which he designed as supplement to his Amali, that Mutamim went up to Omar, who admired him greatly, and that Omar said: ‘‘Tell me, Mutamim! what hinders you from marrying? God may perhaps raise children from that alliance, for you belong to a family which is on the point of becoming extinct.” The poet, in consequence, married a woman of Medina, but he was not happy with her, nor she with him, so he divorced her and then said.","وذكر أبو علي القالي في كتابه الذي جعله ذيلاً على أماليه أن متمماً المذكور قدم على عمر بن الخطاب رضي الله عنه، وكان به معجباً، فقال: يا متمم، ما يمنعك من الزواج لعل الله تعالى أن ينشر منك ولداً، فإنكم أهل بيت قد درجتم فتزوج امرأة من أهل المدينة، فلم تحظ عنده ولم يحظ عندها، فطلقها ثم قال:"
"I say to Hind, when displeased with her discernment: “Does your conduct proceed from the coquetry of love, or do you hate me? Do you wish for a separation? and certainly, to separate from any (whom l love) is now, for me, but slightly painful, since Malik has departed (from the world).”","أقول لهند حين لم أرض عقلها:... أهذا دلال العشق، أم أنت فارك\r\nأم الصرم تهوين فكل مفارقٍ... علي يسير بعد ما بان مالك"
"Omar said to him: “ You will never cease thinking of Malik!” and, soon after, he received his mortal wound. Mutamim, who was then in Medina, composed an elegy on his death. In a word, it has never been handed down that an Arab or any other person ever wept for the loss of a friend as much as Mutamim did for that of his brother.","فقال له عمر رضي الله عنه: ما تنفك تذكر مالكاً على كل حال، فلم يمض على هذا الأمر إلا قليل حتى طعن عمر رضي الله عنه، ومتمم بالمدينة، فرثى عمر رضي الله عنه. وبالجملة فإنه لم ينقل عن أحد من العرب ولا غيرهم أنه بكى على ميته ما بكى متمم على أخيه مالك."
"Al-Wakidi relates, in his Kitab al-Ridda, that Omar Ibn al- Khattab said to Mutamim: “To what degree did you carry your grief for Malik?” and that the poet answered: “I wept during a year, without ever enjoying a moment’s sleep, from evening to morning; and I never saw a fire [of hospitality) lighted during the night without thinking to myself that I ought to go out to it, so that I might recall to my recollection the fires lighted by my brother.","حكى الواقدي في كتاب ""الردة"" أن عمر رضي الله عنه قال لمتمم: ما بلغ من حزنك على أخيك فقال له: لقد مكثت سنة لا أنام بليل حتى أصبح، ولا رأيت ناراً رفعت بليل إلا ظننت نفسي ستخرج، أذكر بها نار أخي،"
"Malik ordered a fire to be always kept burning till morning lest travelers might pass the night in his neighborhood (without discovering his tent), and so that, when they saw the fire, they might draw near to it. Certainly, in his eagerness to have guests he felt more joy than other people do when one of their friends returns to them from a distant land.” On hearing this, Omar observed that such conduct was highly honorable.","كان يأمر بالنار فتوقد حتى يصبح مخافة أن يبيت ضيفه قريباً منه، فمتى يرى النار يأوي إلى الرحل، ولهو بالضيف يأتي مجتهداً أسر من القوم يقدم عليهم القادم لهم من السفر البعيد، فقال عمر رضي الله عنه: أكرم به."
"The same author relates that Mutamim, being asked what effect grief and the shedding of tears had produced on him, answered in these terms: “This eye pointing to his blind one, was already gone, and I wept with the good one so abundantly that the lost eye came to its assistance and shed tears.” “Such sorrow,” said Omar, is really excessive; no one should grieve like that “ for the death of a relative.”","وحكى الواقدي أيضاً أنه قال له: ما لقيت على أخيك من الحزن والبكاء قال: كانت عيني هذه قد ذهبت، وأشار إليها، فبكيت بالصحيحة وأكثرت البكاء حت ى أسعدتها العين الذاهبة وجرت بالدموع، فقال عمر رضي الله عنه: إن هذا لحزن شديد، ما يحزن هكذا أحد على هالكه."
"The poets make frequent allusions to Malik and his brother Mutamim. Ibn Haiyus, said, in one of his qasidas: It was a manifest calamity, like the death of Malik; and it would be disgraceful for me not to be a Mutamim.","وقد ضربت الشعراء الأمثال بمالك وأخيه متمم في أشعارهم، فمن ذلك قول ابن حيوس المقدم ذكره من جملة قصيدة:\r\nوفجعة بين مثل صرعة مالك... ويقبح بي أن لا أكون متمما"
"Abu Bakr Muhammad Ibn Isa al-Dani, generally known by the surname of Ibn al-Labbana, said, in a qasida containing a lament on the fall of al-Mutamid Ibn Abbad, the sovereign of Seville, who was arrested (and cast into prison) by Yusuf Ibn Tachifin, as we have related in our article on al-Mutamid.",ومنه قول أبي بكر محمد بن عيسى الداني المعروف بابن اللبانة في قصيدته التي يرثي بها المعتمد بن عباد صاحب إشبيلية لما قبض عليه يوسف بن تاشفين - حسبما شرحناه في ترجمة المعتمد - وهو قوله:
"On quitting your kingdom, you resembled Malik, and I, in my affliction, resembled Mutamim.",حكيت وقد فارقت ملكك مالكا... ومن ولهي أحكي عليك متمما
"Another poet, probably the Ibn Munir of whom I have spoken under the letter A, composed a piece containing an allusion of the same kind as that which we are mentioning. I have since verified the name of the author and found it to be Najm al-Din Abu al-Fath Yusuf Ibn al-Husain Ibn Muhammad, generally known by the surname of Ibn al-Mujawir of Damascus. Here is the verse.","ومن ذلك أيضاً قول بعضهم، وأظنه ابن منير - المذكور في حرف الهمزة - وهو أيضاً من جملة أبيات، ثم حققت قاءله وهو نجم الدين أبو الفتح يوسف بن الحسين بن محمد، عرف بابن المجاور الدمشقي:"
"O, my dear Malik! thou hast left in my heart a nuwaira {a little fire) and, through love for thee, the pupil of my eye is become a Mutamim.",أيا مالكي في القلب نويرة... وإنسان عيني في هواك متمم
"Abu al-Ghanaim Ibn al-Muallim, the poet of whom we have spoken said also, in a piece of verse containing the description of a (deserted) dwelling and praying the rains of heaven to water it: The rains watered it before my arrival, and I came to complete their work. Had a Malik been there, I might have been called a Mutamim (a completer).","ومنه قول أبي الغنائم ابن المعلم الشاعر - المقدم ذكره - من جملة أبيات يصف فيها منزلاً ويدعو له بالسقيا، فقال:\r\nسقاه الحيا قبلي وجئت متمما... فلو مالك فيه دعيت متمما"
"Al-Kadi al-Said Ibn Sanaa al-Mulk made also a similar allusion in the following verse: I wept with both ray eyes, as if I tried to complete the task which Mutamim had left unfinished.",ومنه قول القاضي السعيد ابن سناء الملك:\r\nبكيت بكلتا مقلتي كأنني... أتمم ما قد فات عين متمم
"To expose this subject fully would require a long dissertation, and we have already passed all bounds in this digression. Pronounce Mutamim.","وهذا باب يطول شرحه، وقد جاوزنا الحد بالخروج عما بالخروج نحن بصدده."
سقطمنالنسخة,"ومتمم: بضم الميم وفتح التاء المثناة من فوقها، وبعدها ميمان الأولى منما مشددة مكسورة."
"The word (sda), in the expression: a source, but not like Sada, is pronounced in three different manners: Sudda, with a double d and a short final a; Sadda, with the vowel a after the s and a long final a; so that, being pronounced with an u, it takes a short final, and, with an a, a long one.","وصداً في قولهم ""ماء ولا كصدأ"" فيه ثلاث لغات: صدا: بضم الصاد المهملة وتشديد الدال المهملة وألف مقصورة، وصداء مثل الأول لكن الصاد مفتوحة والألف ممدودة، فمن ضم قصر ومن فتح مد،"
"The third form is Sadda, with a single d followed by two hamzas, one coming immediately after the other. This is the name of a famous well the water of which is sweet and limpid.","واللغة الثالثة صدءاء: بتخفيف الدال وهمزتين متواليتين والصاد مفتوحة، وهي بئر معروفة مشهورة ماؤها عذب نمير، والله أعلم."
AL-BOHTORI THE POET,البحتري
"Abu Obada al-Walid Ibn Obaid Ibn Yahya Ibn Obaid Ibn Shimlal Ibn Jabir Ibn Salama Ibn Mushir Ibn al-Harith Ibn Khuthaim Ibn Abi Haritha Ibn Judai Ibn Tadul Ibn Bohtor Ibn Atud Ibn Onain Ibn Salaman Ibn Thoal Ibn Amr Ibn al- Ghauth Ibn Julhuma Tai Ibn Adud Ibn Zaid Ibn Kahlan Ibn Sabe Ibn Yashjub Ibn Yarab Ibn Kahtan, was a member of the tribe of Tai and bore the surname of al-Bohtori.","أبو عبادة الوليد بن عبيد بن يحيى بن عبيد بن شملال بن جابر بن سلمة بن مسهر بن الحارث بن خثيم بن أب حارثة بن جدي بن تدول بن بحتر بن عتود بن عنين بن سلامان بن ثعل بن عمرو بن الغوث بن جلهمة، وهو طيء بن ادد بن زيدان بن كهلان بن سبأ بن يشجب بن يعرب بن قحطان، الطائي البحتري الشاعر المشهور،"
"This celebrated poet was born at Manbij, or, by another account, at Zardafna, a village near that place; there he passed his youth and made his studies. He then went to Iraq where he recited poems in praise of several caliphs, beginning by al-Mutawakkil ala Allah; he eulogized also in his verses a number of grandees and raises [persons high placed in the civil administration).","ولد بمنبج، وقيل بزردفنة وهي قرية من قراها، ونشأ وتخرج بها، ثم خرج إلى العراق ومدح جماعة من الخلفاء أولهم المتوكل على الله، وخلقاً كثيراً من الأكابر والرؤساء،"
"He remained at Baghdad a long time, and then returned to Syria. In many of his poems he speaks of Aleppo and the open country which surrounds it; for he had taken a great fancy to that city. Some of his poems were transmitted down orally by Abu al-Abbas al-Mubarrad Muhammad Ibn Khalaf Ibn al-Marzuban, the kadi Abu Abd Allah al-Mahamili, Muhammad Ibn Ahmad al-Hakimi, and Abu Bakral-Suli.","وأقام ببغداد دهراً طويلاً ثم عاد إلى الشام، وله أشعار كثيرة ذكر قيها حلب وضواحيها، وكان يتغزل بها ، وقد روى عنه أشياء من شعره أبو العباس المبرد ومحمد بن خلف بن المرزبان والقاضي أبو عبد الله المحاملي ومحمد بن أحمد الحكيمي وأبو بكر الصولي وغيرهم."
"Salih Ibn al-Asbagh al-Tanukhi, a native of Manbij, related as follows: “I saw al-Bohtori here, at our town, before he went to Iraq. “He would enter by that door of the mosque and pass by us [to the other),” here he pointed to the two sides of the edifice, and, in going and coming, he would recite verses in praise of dealers in onions and love-apples; yet he afterwards ‘‘became what we see.” The Aiwa, whose charms al-Bohtori celebrates in a great number of his pieces, was the daughter of a woman called Zaria and a native of Aleppo.","قال صالح بن الأصبغ التنوخي المنبجي: رأيت البحتري هاهنا عندنا قبل أن يخرج إلى العراق، يجتاز بنا الجامع من هذا الباب، وأومأ إلى جنبتي المسجد، يمدح أصحاب البصل والباذنجان، وينشد الشعر في ذهابه ومجيئه، ثم كان منه ما كان، وعلوة التي شبب بها في كثير من أشعاره هي بنت زريقة الحلبية، وزريقة أمها."
"Abu Bakr al-Suli says, in his History of Abu Tammam al-Tai that al-Bohtori related as follows: “The first time I gained distinction as a poet was [on a certain day,) when I went to see Abu Tammam, who was then at Hims (or Homs, Emessa), and presented to him a poem of my composition. He used to hold sittings, and not a poet but went to visit him and submit their productions to his judgment.","وحكى أبو بكر الصولي في كتابه الذي وضعه في ""أخبار أبي تمام الطائي"" أن البحتري كان يقول: أول أمري في الشعر ونباهتي فيه أني صرت إلى أبي تمام وهو بحمص، فعرضت عليه شعري، وكان يجلس فلا يبقى شاعر إلا قصده وعرض عليه شعره،"
