حي بن يقظان تأليف ابن طُفيل,HAYY IBN YAQZAN a Philosophical Tale of IBN TUFAYL
ثم شاهد لنفسه ذاتًا مفارقة لو جاز أن تتبعض ذات السبعين ألف وجه لقلنا إنها بعضها.,"Suddenly he caught sight of himself as an unembodied subject. If it were permissible to single out individuals from the identity of die seventy thousand faces, I would say that he was one of them."
ولولا أن هذه الذات حدثت بعد أن لم تكن لقلنا إنها هي! ولولا اختصاصها ببدنه عند حدوثه لقلنا إنها لم تحدث!,"Were it not that his being was created originally, I would say that they were he. And had this self of his not been individuated by a body on its creation I would have said that it had not come to be."
"وشاهد في هذه الرتبة ذواتًا مثل ذاته لأجسام كانت ثم اضمحلت ولأجسام لم تزل معه في الوجود، وهي من الكثرة في حدٍّ بحيث لا تتناهى إن جاز أن يقال لها كثيرة أو هي كلها متحدة إن جاز أن يقال لها واحدة.","From this height he saw other selves like his own, that had belonged to bodies which had come to be and perished, or to bodies with which they still coexisted. There were so many (if one may speak of them as many) that they reached infinity. Or, if one may call them one, then all were one."
ورأى لذاته ولتلك الذوات التي في رتبته من الحسن والبهاء واللذة غير المتناهية ما لا عين رأت ولا أذن سمعت ولا خطر على قلب بشر ولا يصفه الواصفون ولا يعقله إلا الواصلون العارفون.,"In himself and in the other beings of his rank, Hayy saw goodness, beauty, joy without end, the like of which eyes cannot see, ears hear, or human hearts conceive, ineffable, known only by the aware, who arrive."
وشاهد ذواتًا كثيرة مفارقةً للمادة كأنها مرايا صدئة قد ران عليها الخَبث وهي مع ذلك مستدبرة للمرايا الصقيلة التي ارتسمت فيها صورة الشمس ومولية عنها بوجوهها.,"He saw also many disembodied identities, more like tarnished mirrors, covered with rust, their faces averted and their backs to the brilliant mirrors in which shone the image of the sun."
"ورأى لهذه الذوات من القبح والنقص ما لم يقم بباله قط، ورآها في آلام لا تنقضي وحسرات لا تنمحي، قد أحاط بها سرادق العذاب وأحرقتها نار الحجاب ونشرت بمناشير بين الانزعاج والانجذاب.","They were ugly, defective, and deformed beyond his imagining. In unending throes of torture and ineradicable agony, imprisoned in a pavilion of torment, scorched by the flaming partition, they were tossed about like chaff by pitchforks, now frantically scattered, now huddled together in fear."
وشاهد هنا ذواتًا سوى هذه المعذبة تلوح ثم تضمحل وتنعقد ثم تنحلُّ فتثبَّت فيها وأنعم النظر إليها فرأى هولًا عظيمًا وخطبًا جسيمًا وخلقًا حثيثًا وأحكامًا بليغة وتسوية ونفخًا وإنشاء ونسخًا.,"Besides these tortured beings he saw others which had once been tightly knit and shone brightly, but had now dimmed and grown loose and ravelled. Hayy scrutinized these, studied them well. He saw a terrible sight, vast ruination, skittering creatures and a grave sentence, the fashioning of man and the raising up of creation, the outflow of the breath of life and its eradication."
فما هو إلا أن تثبت قليلًا فعادت إليه حواسه وتنبَّه من حاله تلك التي كانت شبيهة بالغشي وزلت قدمه عن ذلك المقام ولاح له العالم المحسوس وغاب عنه العالم الإلهي؛ إذ لم يكن اجتماعهما في حال واحدة إذ الأخرى والدنيا كضرتين إن أرضيت إحداهما أسخطت الأخرى.,"Little by little he pulled himself together. His senses came back. He regained consciousness from what seemed to have been a faint and lost his foothold on that plane of experience. As the world of the senses loomed back into view, the divine world vanished, for the two cannot be joined in one state of being- like two wives: if you make one happy, you make the other miserable."
"فإن قلت يظهر مما حكيته من هذه المشاهدة أن الذوات المفارقة إن كانت لجسم دائم الوجود لا يفسد كالأفلاك كانت هي دائمة الوجود، وإن كانت لجسم يئول إلى الفساد كالحيوان الناطق فسدت هي واضمحلت وتلاشت حسبما مثَّلث به في مرايا الانعكاس فإن الصورة لا ثبات لها إلا بثبات المرآة فإذا فسدت المرآة صح فساد الصورة واضمحلت هي، فأقول لك: ما أسرعَ ما نسيت العهد وحِلت عن الربط!]","You may object, “Your treatment of his experience shows that if these non-material identities belong to eternal, indestructible bodies like the spheres, they too will endure forever. But what if they belong to bodies subject to decay, such as that of the rational animal? Then they too ought to perish. By your own analogy of the reflecting mirrors, the image has permanence only so long as there is a mirror. If the mirror is ruined, then the image is obliterated.” I can only reply, it certainly did not take you long to forget our bargain and break my conditions!"
"ألم نقدم إليك أن مجال العبارة هنا ضيق وأن الألفاظ على كل حال توهم غير الحقيقة، وذلك الذي توهمته إنما أوقعك فيه أن جعلت المثال والممثل به على حكم واحد من جميع الوجوه.",Did I not just tell you how narrow my scope for expression is here and warn you that my words would make a false impression in any case. Your misapprehension is due solely to your confusing my symbol with what it represents. You expect a one-for-one correspondence.
"ولا ينبغي أن يُفعل ذلك في أصناف المخاطبات المعتادة، فكيف ها هنا والشمس ونورها وصورتها وتشكلها والمرايا والصور الحاصلة فيها كلها أمور غير مفارقة للأجسام ولا قِوام لها إلا بها وفيها؟! فلذلك افتقرت في وجودها إليها وبطلت ببطلانها.","Such literalism is not tolerable with ordinary figures of speech, and it is all the less tolerable in this special context. The sun, its light, its form and image, the mirrors and the forms reflected in them are all inseparable from physical bodies, unable to subsist without them, thus dependent on them for existence itself, and of course destroyed when they are destroyed."
"وأما الذوات الإلهية والأرواح الربانية فإنها كلها بريئة عن الأجسام ولواحقها ومنزهة غاية التنزيه عنها، فلا ارتباط ولا تعلق لها بها.","But these divine, sovereign spirits all utterly transcend the physical and everything dependent on it. There is no tie of any kind between the two."
"وسواء — بالإضافة إليها — بطلان الأجسام أو ثبوتها ووجودها أو عدمها، وإنما ارتباطها وتعلقها بذات الواحد الحق الموجود الواجب الوجود الذي هو أولها ومبدؤها وسببها وموجدها وهو يعطيها الدوام ويمدها بالبقاء والتسرمد، ولا حاجة بها إلى الأجسام بل الأجسام محتاجة إليها.","To these beings, whether bodies endure or perish, whether they exist or not, is all the same. Their sole bond is to the One, the Truth, the Necessarily Existent, Who is the first of them, their origin and cause, the ground of their existence, Who gives them being, allows them to endure and even to be eternal. They have no need of bodies. On the contrary, all bodies depend on them."
"ولو جاز عدمها لعدمت الأجسام فإنها هي مباديها، كما أنه لو جاز أن تُعدم ذات الواحد الحق — تعالى وتقدس عن ذلك لا إله إلا هو — لعدمت هذه الذوات كلها ولعدمت الأجسام ولعدم العالم الحسي بأسره ولم يبقَ موجود إذ الكل مرتبط بعضه ببعض.","If they could conceivably go out of existence, then all material objects would go with them, for all physical things originate from them. In the same way, assuming the Truth Himself were to become non-existent—sanctified be He and exalted above all such thoughts! —then not one of these essences would exist, no physical things, no sense world, nothing! For all things are bound one to the next."
"والعالم المحسوس وإن كان تابعًا للعالم الإلهي شبيه الظل له، والعالم الإلهي مستغنٍ عنه وبريء منه فإنه مع ذلك قد يستحيل فرض عدمه إذ هو لا محالة تابع للعالم الإلهي، وإنما فساده أن يبدَّل لا أن يُعدم بالجملة، وبذلك نطق الكتاب العزيز حيثما وقع هذا المعنى منه في تغيير الجبال وتصييرها كالعهن والناس كالفراش، وتكوير الشمس والقمر وتفجير البحار، يوم تُبدَّل الأرض غير الأرض والسموات.","Yet even though the sense world mimics the divine like a shadow, and the divine world is self-sufficient and totally independent, still it is impossible to postulate complete nonexistence for the sensory world, for the very reason that it does reflect the world of the divine. The destruction of the world, then, can mean only that it is transformed, not that it goes out of existence altogether. The Holy Book speaks clearly to this effect in describing how the mountains will be set in motion and become like tufts of wool, and men like moths, the sun and moon cast down, the seas split open and spilled out, on the Day when the earth turns to what is no longer earth, and the heavens to what is no longer heaven."
"فهذا القدْر هو الذي أمكنني الآن أن أشير إليك به فيما شاهده حي بن يقظان في ذلك المقام الكريم، فلا تلتمس الزيادة عليه من جهة الألفاظ فإن ذلك كالمتعذِّر.",These hints and no more I am able to relate concerning what Hayy Ibn Yaqzan witnessed at this lofty plane. Do not ask me to add anything more in words. That would be next to impossible.
وأما تمام خبره فسأتلوه عليك إن شاء الله تعالى؛ وهو أنه لما عاد إلى العالم المحسوس وذلك بعد جولانه حيث جال سئم تكاليف الحياة الدنيا واشتد شوقه إلى الحياة القصوى فجعل يطلب العود إلى ذلك المقام بالنحو الذي طلبه أولًا حتى وصل إليه بأيسر من السعي الذي وصل به أولًا ودام فيه ثانيًا مدة أطول من الأولى.,"But I will tell you the rest of the story. Returned to the world of the senses from his wandering, Hayy grew weary of the cares of this world and longed still more for that other life. He tried to return as before, and found he could reach this higher level more easily and remain longer."
ثم عاد إلى عالم الحس. ثم تكلف الوصول إلى مقامه بعد ذلك فكان أيسر عليه من الأولى والثانية وكان دوامه أطول.,"He returned to the sense world and set out again, finding he could reach this station still more easily and stay still longer."
"وما زال الوصول إلى ذلك المقام الكريم يزيد عليه سهولة والدوام يزيد فيه طولًا مدة بعد مدة حتى صار يصل إليه متى شاء ولا ينفصل عنه إلا متى شاء، فكان يلازم مقامه ذلك ولا ينثني عنه إلا لضرورة بدنه التي كان قد قللها حتى كان لا يوجد أقل منها.","Again and again he returned to that sublime state, more and more easily, more and more sustainedly, until he reached the point that he could attain it whenever he wished and remain as long as he liked. He would stay riveted to his station, turning away only to attend the needs of his body, which had by now so wasted away that a more meagre figure could scarcely be found."
وهو في كل ذلك كله يريد أن يريحه الله — عز وجل — من كل بدنه الذي يدعوه إلى مفارقة مقامه ذلك فيتخلَّص إلى لذته تخلصًا دائمًا ويبرأ عما يجده من الألم عند الإعراض عن مقامه ذلك إلى ضرورة البدن.,"All the while, Hayy longed that God—glory to Him—would ease him altogether of his body, which constantly called him away from his post, and let him enjoy bliss untrammelled and undisrupted, free of the painful need of leaving his vantage point to tend to the body."
"وبقي على حالته تلك حتى أناف على سبعة أسابيع من منشئه، وذلك خمسون عامًا. وحينئذٍ اتفقت له صحبة أبسال، وكان من قصته معه ما يأتي ذكره بعد هذا إن شاء الله تعالى.","In this fashion Hayy lived until he had passed his seventh septenary and reached the age of fifty. It was then he chanced to make the acquaintance of Absal. God willing, I shall tell you the tale of their friendship."
ذكروا أن جزيرة قريبة من الجزيرة التي وُلد بها حي بن يقظان على أحد القولين المختلفين على صفة مبدئه انتقلت إليه ملة من الملل الصحيحة المأخوذة عن بعض الأنبياء المتقدمين صلوات الله عليهم.,"Near the island where, according to one of the two conflicting accounts of his origin, Hayy was born, there was, so they say, a second island, in which had settled the followers of a certain true religion, based on the teachings of a certain ancient prophet-God’s blessing on all such prophets."
"وكانت ملة محاكية لجميع الموجودات الحقيقية بالأمثال المضروبة التي تعطي خيالات تلك الأشياء وتثبت رسومها في النفوس حسبما جرت به العادة في مخاطبة الجمهور، فما زالت تلك الملة تنتشر بتلك الجزيرة وتتقوى وتظهر حتى قام بها ملكها وحمل الناس على التزامها.","Now the practice in this religion was to represent all reality in symbols, providing concrete images of things and impressing their outlines on the people's souls, just as orators do when addressing a multitude. The sect spread widely throughout the island, ultimately growing so powerful and prominent that the king himself converted to it and made the people embrace it as well."
وكان قد نشأ بتلك الجزيرة فتيان من أهل الفضل والرغبة في الخير يسمى أحدهما أبسال والآخر سلامان فتلقيا تلك الملة وقبلاها أحسن قبول وأخذا على أنفسهما بالتزام جميع شرائعها والمواظبة على جميع أعمالها واصطحبا على ذلك. وكانا يتفقهان في بعض الأوقات فيما ورد من ألفاظ تلك الشريعة في صفة الله — عز وجل — وملائكته وصفات المعاد والثواب والعقاب.,"There had grown up on this island two fine young men of ability and high principle, one named Absal and the other Salaman. Both had taken instruction in this religion and accepted it enthusiastically. Both held themselves duty- bound to abide by all its laws and precepts for living. They practiced their religion together; and together, from time to time, they would study some of that religion’s traditional expressions describing God—exalted be He—the angels He sends, and the character of resurrection, reward and punishment."
فأما أبسال فكان أشد غوصًا على الباطن وأكثر عثورًا على المعاني الروحانية وأطمع في التأويل. وأما سلامان صاحبه فكان أكثر احتفاظًا بالظاهر وأشد بُعدًا عن التأويل وأوقف عن التصرف والتأمل. وكلاهما مُجِدٌّ في الأعمال الظاهرة ومحاسبة النفس ومجاهدة الهوى.,"Absal, for his part, was the more deeply concerned with getting down to the heart of things, the more eager to discover spiritual values, and the more ready to attempt a more or less allegorical interpretation. Salaman, on the other hand, was more anxious to preserve the literal and less prone to seek subtle intensions. On the whole he avoided giving too free rein to his thoughts. Still each of them executed the express commands of the text fastidiously, kept watch over his soul, and fought his passions."
"وكان في تلك الشريعة أقوال تحمل على العزلة والانفراد وتدل على أن الفوز والنجاة فيهما، وأقوال أُخر تحمل على المعاشرة وملازمة الجماعة.","In the Law were certain statements proposing a life of solitude and isolation and suggesting that by these means salvation and spiritual triumph could be won. Other statements, however, favored life in a community and involvement in society."
"فتعلَّق أبسال بطلب العزلة ورجح القول فيها لما كان في طباعه من دوام الفكرة وملازمة العبرة والغوص على المعاني، وأكثر ما كان يتأتى له أمله من ذلك بالانفراد. وتعلق سلامان بملازمة الجماعة ورجح القول فيها لما كان في طباعه من الجبن عن الفكرة والتصرف.","Absal devoted himself to the quest for solitude, preferring the words of the Law in its favor because he was naturally a thoughtful man, fond of contemplation and of probing for the deeper meanings of things; and he did find the most propitious time for seeking what he hoped for to be when he was alone. But Salaman preferred being among people and gave greater weight to the sayings of the Law in favor of society, since he was by nature chary of too much independent thinking or doing."
فكانت ملازمته الجماعة عنده مما يدرأ الوسواس ويزيل الظنون المعترضة ويعيذ من همزات الشياطين. وكان اختلافهما في هذا الرأي سبب افتراقهما.,"In staying with the group he saw some means of fending off demonic promptings, dispelling distracting thoughts, and in general guarding against the goadings of the devil. Their differences on this point became the cause of their parting."
"وكان أَبْسَال قد سمع عن الجزيرة التي ذُكر أن حي بن يقظان تكوَّن بها وعرف ما بها من الخصب والمرافق والهواء المعتدل، وأن الانفراد بها يتأتى لملتمسه، فأجمع على أن يرتحل إليها ويعتزل الناس بها بقية عمره.","For Absal had heard of the island where it is said Hayy came to be. He knew how temperate, fruitful and hospitable it was and how easy it would be, for anyone who so desired, to live there in solitude. So he decided to go there and remain in isolation for the rest of his life."
"فجمع ما كان له من المال واشترى ببعضه مركبًا تحمله إلى تلك الجزيرة وفرَّق باقيه على المساكين وودَّع صاحبه سلامان وركب متن البحر، فحمله الملاحون إلى تلك الجزيرة ووضعوه بساحلها وانفصلوا عنها.","He took what money he had, and with some hired a boat to take him to the island. The rest he divided among the poor; and, saying goodbye to his friend, he set sail. The sailors brought him to the island, set him down on the beach and left."
فبقي أبسال بتلك الجزيرة يعبد الله — عز وجل — ويعظمه ويقدسه ويفكر في أسمائه الحسنى وصفاته العليا فلا ينقطع خاطره ولا تتكدر فكرته.,"Absal remained there on the island, worshipping, magnifying, and sanctifying God—glory to Him—contemplating His most beautiful names and sublime attributes. His reveries were undisrupted; his thoughts, unsullied."
وإذا احتاج إلى غذاء تناول من ثمرات تلك الجزيرة وصيدها ما يسد بها جوعته. وأقام على تلك الحال مدة وهو في أتم غبطة وأعظم أُنس بمناجاة ربه.,"When he needed food, he would take some of the island fruits or game, just enough to hold his appetite in check. He lived in this way for some time in most perfect happiness and intimacy with his Lord."
وكان كل يوم يشاهد من ألطافه ومزايا تُحَفه وتيسيره عليه في مطلبه وغذائه ما يثبِّت يقينه ويقر عينه.,"Each day he could see for himself God’s splendid gifts and acts of grace—the ease with which He allowed him to find not just his food but all his wants, confirming his trust and putting a sparkle in his eye."
وكان في تلك المدة حي بن يقظان شديد الاستغراق في مقاماته الكريمة فكان لا يبرح مغارته إلا مرة في الأسبوع لتناول ما سنح من الغذاء؛ فلذلك لم يعثر عليه أبسال بأول وهلة بل كان يتطوف بأكناف تلك الجزيرة ويسيح في أرجائها فلا يرى إنسيًّا ولا يشاهد أثرًا فيزيد بذلك أنسه وتنبسط نفسه لما كان قد عزم عليه من التناهي في طلب العزلة والانفراد.,"All this while Hayy Ibn Yaqzan was deeply immersed in his supernal ecstasies, emerging from his cave no more than once a week for whatever food came to hand. For this reason, Absal did not come across him at first, but surveyed the whole island without seeing a soul or even a footprint— which made him all the happier, since his intention had been to be alone."
"إلى أن اتفق في بعض تلك الأوقات أن خرج حي بن يقظان لالتماس غذائه وأبسال قد ألمَّ بتلك الجهة، فوقع بصر كل منهما على الآخر.","But once, when Hayy had come out to look for food, Absal happened to be nearby and they saw each other."
فأما أبسال فلم يشك أنه من العباد المنقطعين وصل تلك الجزيرة لطلب العزلة عن الناس كما وصل هو إليها. فخشي إن هو تعرض له وتعرف به أن يكون سببًا في فساد حاله وعائقًا بينه وبين أمله.,"Absal had no doubt that this was another anchorite who had come to the island, as he had, in search of solitude. He was anxious not to disturb the other by introducing himself, for fear of disrupting his frame of mind and preventing his attaining the goal he would be hoping to reach."
وأما حي بن يقظان فلم يدرِ ما هو لأنه لم يره على صورة شيء من الحيوانات التي كان قد عاينها قبل ذلك.,"Hayy, for his part, had not the least idea what Absal was, since he had the form of no animal he had ever laid eyes on."
وكان عليه مدرعة سوداء من الشعر والصوف فظن أنها لباس طبيعي.,"Besides, he was wearing a long, black cloak of wool and goat hair, which Hayy took to be his natural coat."
"فوقف يتعجب منه مليًّا. وولَّى أبسال هاربًا منه خيفةَ أن يشغله عن حاله، فاقتفى حي بن يقظان أثره لما كان في طباعه من البحث عن الحقائق.","Hayy simply stood gazing at him in amazement; but Absal, still hoping not to distract him, took to his heels and ran. Always naturally eager to find out about things, Hayy set out after him."
"فلما رآه يشتد في الهرب، خنس عنه وتوارى له حتى ظن أبسال أنه قد انصرف عنه وتباعد من تلك الجهة.","But, seeing Absal run still faster, he fell back and dropped out of sight, letting Absal suppose he had lost the trail and gone elsewhere."
فشرع أبسال في الصلاة والقراءة والدعاء والبكاء والتضرع والتواجد حتى شغله ذلك عن كل شيء.,"Absal then took up his devotions and was soon completely absorbed in invocations, recitations, weeping, and lamentations."
"فجعل حي بن يقظان يتقرب منه قليلًا قليلًا وأبسال لا يشعر به حتى دنا منه، بحيث يسمع قراءته وتسبيحه، ويشاهد خضوعه وبكاءه، فسمع صوتًا حسنًا وحروفًا منظمة لم يعهد مثلها من شيء من أصناف الحيوان.","Little by little Hayy crept up without Absal’s noticing, until he was in earshot of his praises and recitations and could make out how he was humbling himself and weeping. The voice he heard was pleasant and the sounds somehow clearly patterned, quite unlike the call of any animal he had ever heard before."
ونظر إلى أشكاله وتخطيطه فرآه على صورته وتبيَّن له أن المدرعة التي عليه ليست جلدًا طبيعيًّا وإنما هي لباس مُتَّخذ مثل لباسه هو.,"On closer inspection of the other’s features and the lines of his body, Hayy recognized the form as his own and realized that the long coat was not a natural skin, but simply a garment intended for use like his own."
ولما رأى حسن خشوعه وتضرعه وبكائه لم يشكَّ في أنه من الذوات العارفة بالحق فتشوق إليه وأراد أن يرى ما عنده وما الذي أوجب بكاءه وتضرعه فزاد في الدنو منه حتى أحس به أبسال فاشتد في العَدْوِ واشتدَّ حي بن يقظان في أثره حتى التحق به — لما كان أعطاه الله من القوة والبسطة في العلم والجسم — فالتزمه وقبض عليه ولم يمكنه من البراح.,"Seeing how abject Absal made himself, Hayy had no doubt that he was one of those beings who know the Truth. He felt drawn to him, and wanted to know what was wrong, what was it that made him cry. He approached closer and closer, but Absal caught sight of him and fled. Hayy ran after him, and with the power and vigor God had given him, not just mentally, but physically as well, he caught up with him and seized him in a grip from which he could not escape."
"فلما نظر إليه أَبْسال وهو مكتسٍ بجلود الحيوان ذوات الأوبار وشعره قد طال حتى جلل كثيرًا منه ورأى ما عنده من سرعة العَدْو وقوة البطش فَرِق منه فَرَقًا شديدًا وجعل يستعطفه ويرغب إليه بكلام لا يفهمه حي بن يقظان ولا يدري ما هو غير أنه يميز فيه شمائل الجزع. فكان يؤنسه بأصوات كان قد تعلمها من الحيوانات ويجر يده على رأسه ويمسح أعطافه، ويتملق إليه ويظهر البِشر والفرح به.","When he got a good look at his captor, clothed in hides still bristling with fur, his hair so overgrown that it hung down over a good part of his body, when he saw how fast he could run and how fiercely he could grapple, Absal was terrified and began to beg for mercy. Hayy could not understand a word he said. But he could make out the signs of fright and did his best to put the other at ease with a variety of animal cries he knew. Hayy also patted his head, rubbed his sides, and spoke soothingly to him, trying to show how delighted he was with him."
حتى سكن جأش أبسال وعلم أنه لا يريد به سوءًا.,Eventually Absal’s trepidation died down and he realized that Hayy did not mean him any harm.
"وكان أبسال قديمًا، لمحبته في علم التأويل، قد تعلم أكثر الألسن ومهر فيها، فجعل يكلِّم حي بن يقظان ويسائله عن شأنه بكل لسان يعلمه ويعالج إفهامه فلا يستطيع، وحي بن يقظان في ذلك كله يتعجب مما يسمع ولا يدري ما هو، غير أنه يُظهر له البِشر والقبول، فاستغرب كل واحد منهما أمر صاحبه.","Years before, in his passion for the study of the more sophisticated level of interpretation, Absal had studied and gained fluency in many languages, so he tried to speak to Hayy, asking him about himself in every language he knew. But Absal was completely unable to make himself understood. Hayy was astounded by this performance, but had no idea what it might mean—unless it was a sign of friendliness and high spirits. Neither of them knew what to make of the other."
وكان عند أبسال بقية من زاد كان قد استصحبه من الجزيرة المعمورة فقرَّبه إلى حي بن يقظان فلم يدرِ ما هو لأنه لم يكن شاهده قبل ذلك.,"Absal had a little food left over from the provisions he had brought from the civilized island. He offered it to Hayy, but Hayy did not know what it was. He had never seen anything like it."
"فأكل منه أبسال وأشار إليه ليأكل، ففكَّر حي بن يقظان فيما كان ألزم نفسه من الشروط لتناول الغذاء ولم يدرِ أصل ذلك الشيء الذي قُدِّم له، ما هو، وهل يجوز له تناوله أم لا! فامتنع عن الأكل.","Absal ate a bit and made signs to Hayy that he should eat some too. But Hayy was thinking of his dietary rules. Not knowing what the proffered food might be or what it was made from, he had no idea whether he was allowed to eat it or not, so he would not take any."
ولم يزل أبسال يرغِّب إليه ويستعطفه.,"Absal, however, kept trying to interest him in it, in an effort to win him over."
وقد كان أولع به حي بن يقظان فخشي إن دام على امتناعه أن يوحشه فأقدم على ذلك الزاد وأكل منه.,"And Hayy, liking him and afraid to hurt his feelings by persistently refusing, took the food and ate some."
"فلما ذاقه واستطابه بدا له سوء ما صنع من نقض عهوده في شرط الغذاء، وندم على فعله وأراد الانفصال عن أبسال والإقبال على شأنه من طلب الرجوع إلى مقامه الكريم فلم يتأتَّ له، فرأى أن يقيم مع أبسال في عالم الحس حتى يقف على حقيقة شأنه ولا يبقى في نفسه هو نزوع إليه وينصرف بعد ذلك إلى مقامه دون أن يشغله شاغل، فالتزم صحبة أبسال.","The moment he tasted how good it was, Hayy knew he had done wrong to violate his pledged dietary restrictions. He regretted what he had done and wanted to get away from Absal and devote himself to his true purpose, a return to sublimity. But this time ecstasy would not come so readily. It seemed best to remain in the sense-world with Absal until he had found out so much about him that he no longer felt any interest in him. Then he would be able to go back to his station without further distraction. So he sought out Absal’s company."
ولما رأى أبسال أيضًا أنه لا يتكلم آمن غوائله على دينه ورجا أن يعلمه الكلام والعلم والدين فيكون له بذلك أعظم أجر وزلفى عند الله.,"When Absal, for his part, saw that Hayy did not know how to talk, the fears he had felt of harm to his faith were eased, and he became eager to teach him to speak, hoping to impart knowledge and religion to him, and by so doing earn God’s favor and a greater reward."
فشرع أبسال في تعليمه الكلام أولًا بأول بأن كان يشير له إلى أعيان الموجودات وينطق بأسمائها ويكرر ذلك عليه ويحمله على النطق فينطق بها مقترنًا بالإشارة حتى علمه الأسماء كلها ودرَّجه قليلًا قليلًا حتى تكلم في أقرب مدة.,"So Absal began teaching him to talk, at first by pointing at some basic objects and pronouncing their names over and over, making him pronounce them too and pronounce them while pointing, until he had taught him nouns. Then he progressed with him, little by little and step by step, until in no time Hayy could speak."
فجعل أبسال يسأله عن شأنه ومن أين صار إلى تلك الجزيرة فأعلمه حي بن يقظان أنه لا يدري لنفسه ابتداء ولا أبًا ولا أمًّا أكثر من الظبية التي ربَّته ووصف له شأنه كله وكيف ترقى بالمعرفة حتى انتهى إلى درجة الوصول.,"Absal then plied him with questions about himself and how he had come to the island. Hayy informed him that he had no idea of his origins. He knew of no father or any mother besides the doe that had raised him. He told all about his life and the growth of his awareness, culminating in contact with the divine."
فلما سمع أبسال منه وصف تلك الحقائق والذوات المفارقة لعالم الحس العارفة بذات الحق — عز وجل — ووصف ذلك الحق — تعالى وجل — بأوصافه الحسنى ووصف له ما أمكنه وصفه مما شاهده عند الوصول من لذات الواصلين وآلام المحجوبين لم يشك أبسال في أن جميع الأشياء التي وردت في شريعته من أمر الله — عز وجل — وملائكته وكتبه ورسله واليوم الآخر وجنته وناره هي أمثلة هذه التي شاهدها حي بن يقظان فانفتح بصر قلبه وانقدحت نار خاطره وتطابق عنده المعقول والمنقول وقربت عليه طريق التأويل ولم يبقَ عليه مُشكل في الشرع إلا تبين له ولا مغلق إلا انفتح ولا غامض إلا اتضح وصار من أولي الألباب.,"Hearing Hayy’s description of the beings which are divorced from the sense-world and conscious of the Truth—glory be to Him—his description of the Truth Himself, by all His lovely attributes, and his description, as best he could, of the joys of those who reach Him and the agonies of those veiled from Him, Absal had no doubt that all the traditions of his religion about God, His angels, bibles and prophets, Judgement Day, Heaven and Hell were symbolic representations of these things that Hayy Ibn Yaqzan had seen for himself. The eyes of his heart were unclosed. His mind caught fire. Reason and tradition were at one within him. All the paths of exegesis lay open before him. All his old religious puzzlings were solved; all the obscurities, clear. Now he had “a heart to understand.”"
وعند ذلك نظر إلى حي بن يقظان بعين التعظيم والتوقير وتحقق عنده أنه من أولياء الله الذين لا خوف عليهم ولا هم يحزنون.,"Absal looked on Hayy Ibn Yaqzan with newfound reverence. Here, surely, was a man of God, one of those who “know neither fear nor sorrow.”"
فالتزم خدمته والاقتداء به والأخذ بإشارته فيما تعارض عنده من الأعمال الشرعية التي قد تعلمها في ملته.,"He wanted to serve as his disciple, follow his example and accept his direction in those things which in Absal’s own view corresponded to the religious practices he had learned in his society."
وجعل حي بن يقظان يستفحصه عن أمره وشأنه فجعل أبسال يصف له شأن جزيرته وما فيها من العالم وكيف كانت سِيرهم قبل وصول الملة إليهم. وكيف هي الآن بعد وصولها إليهم.,"Hayy then asked him about himself and his life; and Absal, accordingly, set out to tell him about his island and the people who lived there. He described how they had lived before the advent of their present religion and how they acted now."
ووصف له جميع ما ورد في الشريعة من وصف العالم الإلهي والجنة والنار والبعث والنشور والحشر والحساب والميزان والصراط.,"He related all the religious traditions describing the divine world, Heaven and Hell, rebirth and resurrection, the gathering and reckoning, the scales of justice and the strait way."
ففهم حي بن يقظان ذلك كله ولم يرَ فيه شيئًا على خلاف ما شاهده في مقامه الكريم.,Hayy understood all this and found none of it in contradiction with what he had seen for himself from his supernal vantage point.
"فعلم أن الذي وصف ذلك وجاء به مُحِقٌّ في وصفه صادق في قوله رسول من عند ربه، فآمن به وصدَّقه وشهد برسالته.",He recognized that whoever had offered this description had given a faithful picture and spoken truly. This man must have been a “messenger sent by his Lord.” Hayy believed in this messenger and the truth of what he said. He bore witness to his mission as apostle of God.
ثم جعل يسأله عما جاء به من الفرائض ووضعه من العبادات فوصف له الصلاة والزكاة والصيام والحج وما أشبهها من الأعمال الظاهرة فتلقى ذلك والتزمه وأخذ نفسه بأدائه امتثالًا للأمر الذي صحَّ عنده صدق قائله.,"What obligations and acts of worship had he prescribed, Hayy asked. Absal described prayer, poor tax, fasting, and pilgrimage, and other such outward practices. Hayy accepted these and undertook to observe them. He held himself responsible to practice these things in obedience to the command of one whose truthfulness he could not doubt."
"إلا أنه بقي في نفسه أمران كان يتعجب منهما ولا يدري وجه الحكمة فيهما؛ أحدهما: لمَ ضرب هذا الرسول الأمثال للناس في أكثر ما وصفه من أمر العالم الإلهي وأضرب عن المكاشفة حتى وقع الناس في أمر عظيم من التجسيم واعتقاد أشياء في ذات الحق هو منزَّه عنها وبريء منها، وكذلك في أمر الثواب والعقاب؟","Still there were two things that surprised him and the wisdom of which he could not see. First, why did this prophet rely for the most part on symbols to portray the divine world, allowing mankind to fall into the grave error of conceiving the Truth corporeally and ascribing to Him things which He transcends and is totally free of (and similarly with reward and punishment) instead of simply revealing the truth?"
